,Objname,ObsSMA,ObsEcc,ObsSin(Inc),PropSMA,PropEcc,PropSin(Inc),0_2PE,1_3PE,2_4PE,3_5PE,4_6PE,5_7PE,6_8PE,7_9PE,8_10PE,RMS_err,Deltas
162,2003 SS422,190.922557321415,0.7920981992588794,0.2714741500380381,190.922557321415,0.7918605631110867,0.2514769480685575,[1.90910382e+02 1.24709017e-01 7.36800512e-02],[1.90910553e+02 1.31516570e-01 7.45239996e-02],[1.90926090e+02 5.73272277e-02 5.93877971e-02],[1.90925717e+02 1.20723506e-01 6.54185351e-02],[1.90923659e+02 6.83373568e-02 5.82372761e-02],[1.90923574e+02 4.88351155e-02 5.52327702e-02],[1.90925043e+02 7.26145088e-02 6.07982627e-02],[1.90927549e+02 9.56456097e-02 6.29957575e-02],[1.90927761e+02 8.81126856e-02 6.25570793e-02],[2.68892531e-03 6.31892347e+00 1.69046100e+00],[ 0.0052037  -0.66034399 -0.17695295]
163,2016 QG135,47.32797187072377,0.1619277748006447,0.3905479787605104,47.327971870723765,0.16187389000913793,0.39024554829183344,[47.32862929  0.15674545  0.38852266],[47.33028864  0.1565312   0.38812048],[47.32883974  0.15603308  0.38777816],[47.32688798  0.15697247  0.38825971],[47.32861459  0.15706376  0.38857701],[47.32693043  0.15644699  0.3881835 ],[47.3265278   0.1576112   0.38742102],[47.32759452  0.15994304  0.38723947],[47.32724844  0.16206955  0.38659763],[0.00018542 0.03744826 0.02151029],[ 0.00231677  0.00019566 -0.00166853]
164,2013 RV157,68.4381767771143,0.5064785760204561,0.19353169531000636,68.43817677711434,0.5061615156171544,0.1924152102928059,[68.07177371  0.49563062  0.21452935],[67.8229001   0.49138809  0.20469834],[67.8893391   0.4872681   0.19413873],[68.04043731  0.32574929  0.19571258],[67.99480298  0.36282123  0.19419736],[69.58691324  0.48754516  0.18672076],[71.3026762   0.5214441   0.17803834],[68.74852409  0.51003293  0.17474518],[66.93224102  0.49280381  0.17144602],[0.44601676 0.38077031 0.01751023],[2.86449942 0.01528259 0.02211414]
165,2013 RN124,45.34529363149573,0.15120520979502336,0.264723216831898,45.34529363149572,0.15111713312268868,0.2638790475296352,[45.3455367   0.14867088  0.2617911 ],[45.34541248  0.14870887  0.26192817],[45.34522646  0.14866976  0.26177574],[45.34521393  0.14888374  0.26184475],[45.34515929  0.14862369  0.26178876],[45.34507672  0.14870509  0.26180101],[45.34522581  0.14888883  0.2617357 ],[45.34532504  0.14871401  0.26173384],[45.34532047  0.14870255  0.26176815],[0.00014578 0.02148679 0.01874421],[ 0.00024307 -0.00222831 -0.00195087]
166,2015 RT245,44.3858139914159,0.07955425814906449,0.04393931875874773,44.38581399141592,0.07925455247072025,0.038510948923681926,[4.43859315e+01 8.06933666e-02 4.21376107e-02],[4.43858337e+01 7.95326481e-02 3.92516575e-02],[4.43858831e+01 7.76915830e-02 3.48038834e-02],[4.43862806e+01 7.67369210e-02 3.37126435e-02],[4.43859795e+01 7.73603205e-02 3.64552296e-02],[4.43852910e+01 7.87865353e-02 3.95681353e-02],[4.43852891e+01 7.97055646e-02 4.09364879e-02],[4.43857115e+01 7.93699869e-02 4.05407080e-02],[4.43859869e+01 7.80500867e-02 3.79814810e-02],[0.00013885 0.00536396 0.0012107 ],[0.00046659 0.00143881 0.00362666]
167,2013 RW157,46.55350935641803,0.24833462219033411,0.24013588356018303,46.55350935641803,0.24811551306158164,0.23919702653473007,[46.7041453   0.24830887  0.23423937],[46.61216181  0.24797966  0.23024077],[46.44657921  0.24752508  0.23161158],[46.46912064  0.24748784  0.23241372],[46.48816598  0.2447629   0.23743914],[46.42077727  0.24463029  0.23300932],[46.55826104  0.2486544   0.22978758],[46.66758151  0.24865435  0.23035115],[46.57033132  0.24727649  0.23110697],[0.04446014 0.00775974 0.06257366],[ 0.15063594  0.00053888 -0.00175789]
168,2010 RO64,46.857032374960546,0.12132231072709435,0.27274591746121196,46.857032374960546,0.12129277889694115,0.2721402100076413,[46.85704649  0.12102036  0.27150863],[46.85702734  0.12081454  0.27168828],[46.85701782  0.12174946  0.27193949],[46.85700844  0.1216734   0.27189911],[46.85703052  0.12076919  0.27162935],[46.8570273   0.1211633   0.27154748],[46.8570041   0.12197741  0.27213025],[46.85703341  0.12136217  0.27172029],[46.85706553  0.12080391  0.27148515],[3.04254594e-05 3.01258108e-04 3.71385938e-03],[ 3.31600004e-05  6.84632408e-04 -9.95978654e-06]
169,2016 RU81,43.267823814283254,0.0743283656663084,0.043915877027213855,43.267823814283254,0.07350095305797402,0.03764408441183117,[4.32678328e+01 7.17443467e-02 3.74241265e-02],[4.32678385e+01 7.51858794e-02 4.32262639e-02],[4.32678276e+01 7.41397127e-02 4.18694044e-02],[4.32678389e+01 6.96253305e-02 3.37446057e-02],[4.32678292e+01 6.93801969e-02 2.88182270e-02],[4.32678170e+01 6.87830888e-02 3.31920171e-02],[4.32678146e+01 7.39640920e-02 4.10532208e-02],[4.32678212e+01 7.47925829e-02 4.27357168e-02],[4.32678128e+01 7.27808288e-02 3.87396281e-02],[1.82560315e-05 1.11125189e-02 2.00645053e-03],[1.50946603e-05 1.68492632e-03 5.58217947e-03]
170,2013 RX157,41.271095656452275,0.04064670675867041,0.20448636128481465,41.27109565645227,0.03958993287195903,0.20346740906730434,[4.12710702e+01 3.79662349e-02 2.02257835e-01],[4.12710795e+01 3.85687332e-02 2.01706203e-01],[4.12710839e+01 4.01965371e-02 2.02233785e-01],[4.12710949e+01 3.74432947e-02 2.01675322e-01],[4.12710711e+01 4.03102288e-02 2.02053030e-01],[4.12710954e+01 3.89831711e-02 2.02308693e-01],[4.12711170e+01 3.83471060e-02 2.01608058e-01],[4.12711200e+01 4.06555789e-02 2.02547291e-01],[4.12711387e+01 3.76747951e-02 2.01277330e-01],[9.70008375e-06 6.16371599e-03 1.35391365e-02],[ 4.30034385e-05  1.06564605e-03 -9.20118507e-04]
171,2000 OL67,45.10313373881102,0.10367888884157801,0.05983614422082569,45.10313373881102,0.10319699979617641,0.05651946300363859,[45.10242936  0.10418501  0.06066967],[45.10301024  0.10445152  0.06103349],[45.10331605  0.10387619  0.05985357],[45.10338636  0.10185699  0.05573769],[45.10334749  0.09971177  0.05228615],[45.10332231  0.09912464  0.04995678],[45.10332883  0.09947997  0.05110606],[45.10334093  0.10086928  0.05443436],[45.10324004  0.10319315  0.05825574],[0.00051798 0.01202448 0.00534166],[0.00025262 0.00125452 0.00451403]
172,2013 RY157,43.668453780559425,0.1077213856423156,0.05064733907370808,43.66845378055944,0.10747768065427608,0.04623700340844074,[43.66849509  0.09172767  0.04588745],[43.66846189  0.09287341  0.0456885 ],[43.66835777  0.09303137  0.04532152],[43.6683932   0.08495177  0.04489608],[43.66846301  0.08354192  0.04459861],[43.66868875  0.08562839  0.04435107],[43.66845525  0.09036531  0.04435481],[43.66831916  0.09278344  0.04440277],[43.66850929  0.09618128  0.0447009 ],[5.93879011e-05 1.56214567e-01 1.19313268e-02],[ 0.00023497 -0.0112964  -0.00034955]
173,2013 RT158,44.288522651366,0.07822684008059537,0.03512760209341182,44.288522651366,0.07667750089808621,0.02560366145159139,[4.42885733e+01 7.57970627e-02 2.26268294e-02],[4.42885996e+01 7.64316232e-02 2.54463089e-02],[4.42886586e+01 7.75652844e-02 2.87489713e-02],[4.42886942e+01 7.82622139e-02 3.02814651e-02],[4.42887721e+01 7.79793940e-02 2.96112114e-02],[4.42887502e+01 7.69104577e-02 2.71388799e-02],[4.42886538e+01 7.58589627e-02 2.39227411e-02],[4.42884854e+01 7.56891720e-02 2.24261347e-02],[4.42879560e+01 7.66367179e-02 2.42486397e-02],[0.00043928 0.00103338 0.00401823],[0.00024941 0.00158471 0.0046778 ]
174,2013 RO109,44.03465830292271,0.04027741490097698,0.031399422130861256,44.03465830292272,0.03927049693638443,0.01887023085015025,[4.40346464e+01 3.86604194e-02 1.82067100e-02],[4.40346467e+01 3.87253201e-02 1.72144753e-02],[4.40346409e+01 3.95303258e-02 1.81722744e-02],[4.40346407e+01 4.04695059e-02 2.05120901e-02],[4.40346519e+01 4.07996838e-02 2.14102569e-02],[4.40346634e+01 4.02906574e-02 2.00537477e-02],[4.40346790e+01 3.94160807e-02 1.75037932e-02],[4.40346792e+01 3.89430007e-02 1.69786752e-02],[4.40346739e+01 3.92148980e-02 1.87344753e-02],[2.63375291e-06 2.61541931e-03 1.04557952e-03],[2.08934794e-05 1.52918688e-03 2.54002610e-03]
175,2013 TF172,43.75845217998326,0.03231137693793326,0.04001758093897689,43.75845217998326,0.03173527778215063,0.033386216044017314,[4.37584503e+01 3.20517727e-02 3.42236197e-02],[4.37584507e+01 3.09804329e-02 3.34234760e-02],[4.37584523e+01 2.93516491e-02 3.22661748e-02],[4.37584532e+01 2.85774177e-02 3.18098738e-02],[4.37584536e+01 2.93761313e-02 3.26029892e-02],[4.37584523e+01 3.10438019e-02 3.39370446e-02],[4.37584513e+01 3.21735376e-02 3.45610860e-02],[4.37584522e+01 3.18952801e-02 3.39328824e-02],[4.37584540e+01 3.04449345e-02 3.25740367e-02],[3.00393680e-07 9.72254229e-03 1.14476126e-03],[1.84592101e-06 4.38259835e-04 1.17486991e-03]
176,2013 RD109,-7843.881149540038,0.665841409890783,0.3122522445509341,-7843.881149540036,0.6642413062527467,0.24989925046880385,[38.20013949  0.24458723  0.12112403],[36.73868051  0.33139924  0.1743427 ],[36.29741577  0.34791721  0.28639404],[39.24258776  0.38367707  0.2823916 ],[-3.60588461e+03  4.96159011e-01  2.21759411e-01],[-1.25460921e+04  3.08478087e-01  1.72913728e-01],[-1.78415099e+04  7.53563183e-10  1.03862252e-08],[-1.78415099e+04  7.39234471e-10  1.02128316e-08],[-1.78415099e+04  7.36890422e-10  1.01819311e-08],[1.06890265e+03 3.86595391e+00 9.90167712e-01],[ 7.88312374e+03 -1.68082295e-01  3.64947908e-02]
177,2004 PW107,43.67022211451658,0.1238260726691021,0.07456287564353982,43.67022211451657,0.11809153873721759,0.07174171916266081,[43.66762785  0.12369506  0.07320883],[43.66782695  0.12137509  0.07162878],[43.66804859  0.12601487  0.07323682],[43.66812544  0.12790914  0.07339286],[43.66822198  0.12770169  0.07111998],[43.66791767  0.12531914  0.07123863],[43.68012853  0.09428704  0.07241257],[43.66620868  0.10071011  0.06988131],[43.66709587  0.09997911  0.06788695],[0.01079746 0.01583259 0.00166875],[0.00990642 0.0098176  0.00165114]
178,2014 VV39,43.94270429471501,0.02061445776138322,0.03424666330715611,43.94270429471501,0.019555483683799998,0.0244603880087923,[4.39425321e+01 2.00352166e-02 2.51426837e-02],[4.39426148e+01 1.91530378e-02 2.49355939e-02],[4.39427891e+01 1.85422388e-02 2.40496913e-02],[4.39427616e+01 1.89604466e-02 2.34239521e-02],[4.39426917e+01 2.01524101e-02 2.43329649e-02],[4.39427284e+01 2.10971631e-02 2.58382686e-02],[4.39427619e+01 2.10246934e-02 2.59151102e-02],[4.39427830e+01 2.00445399e-02 2.44085576e-02],[4.39427473e+01 1.90555754e-02 2.31310443e-02],[7.12128280e-05 2.06596853e-03 1.03437453e-03],[8.47783558e-05 1.54167939e-03 1.45472214e-03]
179,2010 RF188,-2220.040618604603,0.6593369153957372,0.12452873476036637,-2220.040618604603,0.6495074284651146,0.10479252969425262,[44.08280157  0.15861768  0.20628534],[43.14090725  0.13078893  0.18958649],[40.98771481  0.19846474  0.13539594],[39.22882445  0.42785742  0.12690473],[-8.68275110e+02  5.23918123e-01  9.27385336e-02],[-3.46666411e+03  4.26684460e-01  2.47568422e-02],[-5.15776482e+03  2.27001321e-09  2.23751339e-09],[-5.15776482e+03  2.35657315e-09  2.66570582e-09],[-5.15776482e+03  3.25299281e-09  5.23769394e-09],[3.39572143e+02 3.97923549e+00 1.67464873e-01],[ 2.26412342e+03 -1.25589306e-01  1.01492810e-01]
180,2013 RA158,45.81805249361729,0.1645178230205452,0.32334269070031196,45.81805249361729,0.16442077845277978,0.3226997839010166,[45.81749796  0.16287468  0.32153994],[45.81791456  0.16288863  0.32168829],[45.81733464  0.16265938  0.3217181 ],[45.81701149  0.16251051  0.32154843],[45.81727495  0.16231482  0.3217819 ],[45.8175417   0.16203198  0.32215302],[45.81772061  0.16164602  0.32206301],[45.81831067  0.16179983  0.32195875],[45.82043149  0.16189387  0.32211377],[0.00143436 0.0191673  0.00773284],[ 0.00237899 -0.00153215 -0.00054676]
181,2013 RB158,46.396276568172475,0.21109569288309055,0.3496803927908261,46.39627656817247,0.21101220193649559,0.3492805130376829,[46.40320524  0.20811899  0.34811724],[46.39999748  0.20782768  0.34834637],[46.39948963  0.2080596   0.34912908],[46.39153311  0.20703029  0.34935776],[46.39072462  0.205209    0.34939715],[46.39219304  0.20381722  0.35018284],[46.39270041  0.20413087  0.35020455],[46.3981612   0.20593166  0.34975809],[46.39526604  0.20713207  0.34951319],[0.00321834 0.04185244 0.00048164],[ 0.00692868 -0.00289321  0.00092403]
182,2013 RC158,30.068525400195504,0.05334946385441849,0.12207601570610724,30.068525400195497,0.052754202662400364,0.12045600145148302,[30.06815979  0.05254082  0.09952168],[30.0685304   0.05243683  0.09475416],[30.06906365  0.05264289  0.09541334],[30.0693458   0.05251953  0.10240588],[30.0687656   0.05270962  0.11379715],[30.06816692  0.05274717  0.12502257],[30.06831692  0.05283166  0.13589922],[30.06843477  0.05252533  0.1466502 ],[30.06833441  0.05188457  0.15698625],[0.00038967 0.0019494  0.01365357],[8.20399968e-04 7.74591095e-05 3.65302481e-02]
183,2013 RQ109,36.42908804924102,0.13294079590964047,0.22036792741623384,36.42908804924103,0.1328498682047372,0.21886966159880578,[36.4290095   0.13367628  0.22124825],[36.42924739  0.1282546   0.22691435],[36.42911182  0.13020742  0.22780369],[36.42895428  0.13333595  0.220008  ],[36.42901153  0.13387619  0.2138782 ],[36.42914275  0.13175419  0.21212426],[36.4291255   0.13430112  0.20914163],[36.42907637  0.13464579  0.2142605 ],[36.42915347  0.12995011  0.22071917],[4.01660097e-05 5.64714529e-03 3.72889121e-03],[0.00015934 0.00179592 0.00893403]
184,2013 RA109,470.6221920953297,0.9020514488130651,0.21520987721978604,470.6221920953297,0.9020269538445089,0.04430670882529881,[4.78559948e+02 3.76314989e-02 9.84376110e-03],[4.81988742e+02 3.89817861e-02 9.87751914e-03],[4.78731547e+02 3.69522683e-02 9.31973365e-03],[4.69166991e+02 3.17050803e-02 8.89833398e-03],[4.62145005e+02 2.50981190e-02 8.51894093e-03],[4.63543712e+02 3.67062076e-02 8.97003328e-03],[4.64908949e+02 3.85825567e-02 8.87870953e-03],[4.65461901e+02 1.57026085e-02 7.42716558e-03],[4.68765137e+02 1.64799143e-02 7.28207684e-03],[2.32779764 7.84040254 0.31974411],[11.36654973 -0.86304517 -0.03442919]
185,2013 UF31,39.402513949351935,0.17807229938356853,0.5288880838197828,39.40251394935195,0.17786313354133326,0.5284601509787895,[39.40246898  0.17097344  0.52626544],[39.40257335  0.17765968  0.52583921],[39.40244495  0.17824762  0.52537529],[39.40238552  0.17673382  0.52527351],[39.40252643  0.17246474  0.52645069],[39.40259367  0.17056276  0.52794509],[39.40254225  0.16600309  0.52844359],[39.40259467  0.15963143  0.52897375],[39.40255128  0.16817186  0.52921389],[5.55475995e-05 6.03197667e-02 1.23609114e-02],[8.07234255e-05 3.84484489e-04 7.53735518e-04]
186,2013 RD158,96.96337131994245,0.6333443856975294,0.5255036030247091,96.9633713199425,0.6333413066154862,0.5239405176167345,[96.88356792  0.17006084  0.390803  ],[96.57668925  0.19137182  0.4090597 ],[96.56699492  0.12308306  0.40024101],[96.50344458  0.23473969  0.41326143],[96.44217581  0.26673026  0.42016314],[96.67239461  0.2557059   0.41874746],[96.87987644  0.24510268  0.41592976],[97.62909301  0.24624911  0.40583901],[98.04379482  0.21711093  0.39911937],[0.47231053 3.74991745 1.04230078],[ 1.0804235  -0.36661105 -0.10377738]
187,2003 UB313,67.83984713330355,0.44663256518985156,0.6843278791187893,67.83984713330356,0.44663235328769824,0.6840750283445257,[6.78397264e+01 1.68432922e-02 6.50923223e-01],[6.78408187e+01 1.82441524e-02 6.51278253e-01],[6.78402346e+01 1.64335905e-02 6.49786405e-01],[6.78364602e+01 1.71036416e-02 6.48871865e-01],[6.78382842e+01 1.80893282e-02 6.50242152e-01],[6.78413128e+01 1.82512785e-02 6.51379309e-01],[6.78411214e+01 1.81361340e-02 6.50678676e-01],[6.78414932e+01 1.69135462e-02 6.49035103e-01],[6.78398750e+01 1.64345735e-02 6.49350710e-01],[7.02199276e-04 3.86324164e+00 3.05129558e-01],[ 0.00164612 -0.42838107 -0.03269572]
188,2013 TU187,39.40495207757346,0.16116801476578474,0.2286082304905726,39.40495207757346,0.16113433148196218,0.2278732689143047,[39.4050007   0.15936697  0.22726779],[39.40474402  0.15897883  0.22748241],[39.40505336  0.15812395  0.22824912],[39.40503598  0.15807198  0.22808301],[39.40498845  0.1595407   0.22743518],[39.40497626  0.15890365  0.2276272 ],[39.40509339  0.15775777  0.22835064],[39.40521119  0.15804098  0.22825278],[39.40466938  0.15895468  0.22760688],[0.00020402 0.02246946 0.00050441],[ 0.00025911 -0.00159363  0.00047737]
189,2015 TK363,40.8739356152166,0.06411454731585065,0.24167946498645718,40.87393561521659,0.06389887076313128,0.2404984588656661,[40.87418292  0.06416283  0.23887778],[40.87433404  0.06324237  0.23980869],[40.87430426  0.06267171  0.23866219],[40.87402606  0.06341671  0.23982536],[40.8737603   0.0626764   0.23875045],[40.87371592  0.06364172  0.23955909],[40.87371405  0.06388216  0.23944181],[40.8737331   0.06247879  0.23882284],[40.87371808  0.06342009  0.23997597],[6.82008899e-05 5.49706133e-03 1.07619512e-02],[ 0.00039843  0.00026396 -0.00052249]
190,2013 RE158,-111.39242156144633,0.9333477893667651,0.3048602418947337,-111.39242156144635,0.9331753777753029,0.23111597257003183,[82.56533792  0.2972456   0.37567502],[1.49133439e+02 1.45878614e-01 3.34466329e-01],[2.12566372e+02 1.02438326e-01 1.62598611e-01],[122.10420871   0.16381814   0.16448997],[-1.63894237e+02  1.10564887e-01  5.74019307e-02],[-3.44041627e+02  5.42252870e-07  1.99873898e-07],[-3.44041627e+02  2.61351877e-06  1.12605986e-06],[-3.44041627e+02  8.29171511e-06  3.74878943e-06],[-3.44041628e+02  2.92330585e-05  6.91485840e-06],[28.84040417  7.57859215  0.98539991],[ 3.23958793e+02 -6.35929775e-01  1.44559048e-01]
191,2013 RQ124,46.75450657159604,0.16625415020110415,0.3657400844015301,46.754506571596046,0.16624693132510301,0.36505213920259344,[46.75450195  0.16489641  0.36090074],[46.75445518  0.16474113  0.36105541],[46.75449061  0.16454799  0.36111603],[46.75454673  0.16461878  0.36114059],[46.75452783  0.16481109  0.3610249 ],[46.75450602  0.16477206  0.36102475],[46.7545034   0.16456222  0.36115295],[46.7544969   0.16465052  0.36103063],[46.75450773  0.16483215  0.36101774],[2.27874025e-05 1.37900227e-02 3.60055084e-02],[ 4.01613413e-05 -1.35051784e-03 -3.89918963e-03]
192,2013 RF158,47.28369424440475,0.20802398782250697,0.29573426778799144,47.28369424440474,0.20784503000325613,0.2951954822765855,[47.2840854   0.21021374  0.29559443],[47.28391614  0.20711274  0.29320964],[47.28360887  0.20361631  0.29052706],[47.28356135  0.2009295   0.28881105],[47.28342478  0.20066196  0.28876879],[47.28345519  0.2023793   0.29031985],[47.28366763  0.20579875  0.29252684],[47.28368128  0.2089334   0.29473289],[47.28370519  0.21103618  0.29593998],[0.00014237 0.01992339 0.02632881],[0.00039116 0.00319115 0.0007445 ]
193,2013 RG158,59.71696645017228,0.3884301788768053,0.45491464236176266,59.71696645017227,0.38831235530547786,0.45407899717172495,[59.73707933  0.29330293  0.44956506],[59.76141278  0.30039273  0.45215705],[59.73897548  0.32572559  0.45040646],[59.67350284  0.3781987   0.44564872],[59.6773375   0.35634888  0.4430604 ],[59.72594536  0.0776409   0.44188056],[59.69794032  0.22516     0.43781983],[59.68652609  0.38747103  0.43327871],[59.73344102  0.12798336  0.43128105],[0.02053733 1.02258707 0.10161315],[ 0.04444633 -0.00084132 -0.00192195]
