,des,type,p,q,soi,a,e,i,q.1,Name
1046,622544, resonant,3,2, S,39.239,0.063,14.85,36.766943,2014 HD200
1047,623070, detached,0,0, S,48.83,0.279,13.515,35.20643,2015 KW174
1048,624884, scattering,0,0, S,33.481,0.333,8.205,22.331827,2004 MW8
1049,J93R00P, resonant,5,4, S,35.03,0.057,4.34,33.03329,1993 RP
1050,J94E02S, classical, m,0, S,45.817,0.115,1.065,40.548045,1994 ES2
1051,J94T00A, centaur,0,0, S,16.759,0.303,5.398,11.681023,1994 TA
1052,J95D02B, classical, m,0, S,46.445,0.135,4.104,40.174925,1995 DB2
1053,J96K01V, classical, m,0, S,45.2,0.111,8.083,40.1828,1996 KV1
1054,J96R20Q, classical, m,0, S,43.851,0.1,31.67,39.4659,1996 RQ20
1055,J97G45A, classical, m,0, S,47.177,0.175,7.759,38.921025,1997 GA45
1056,J97Q04H, classical, m,0, S,42.699,0.083,13.186,39.154983,1997 QH4
1057,J97R09X, classical,m,0, I,41.573,0.055,29.994,39.286485,1997 RX9
1058,J98FE4S, classical, m,0, S,41.765,0.022,9.866,40.84617,1998 FS144
1059,J98HF1L, classical, m,0, I,40.747,0.09,28.009,37.07977,1998 HL151
1060,J98HF1N, classical, i,0, I,37.96,0.053,24.975,35.94812,1998 HN151
1061,J98HF1O, classical, m,0, S,41.375,0.093,16.73,37.527125,1998 HO151
1062,J98K61Y, classical, m,0, S,44.327,0.047,2.054,42.243631,1998 KY61
1063,J98K65S, classical, m,0, S,43.763,0.034,1.184,42.275058,1998 KS65
1064,J98U43R, resonant,3,2, S,39.473,0.22,8.765,30.78894,1998 UR43
1065,J98W24V, classical, i,0, S,38.967,0.038,1.518,37.486254,1998 WV24
1066,J98W24X, classical, m,0, S,43.298,0.042,0.922,41.479484,1998 WX24
1067,J98W31S, resonant,3,2, S,39.361,0.201,6.741,31.449439,1998 WS31
1068,J98W31V, resonant,3,2, S,39.238,0.271,5.723,28.604502,1998 WV31
1069,J98W31W, classical, m,0, S,44.65,0.086,6.799,40.8101,1998 WW31
1070,J98W31Y, classical, m,0, S,45.19,0.118,1.977,39.85758,1998 WY31
1071,J98W31Z, resonant,3,2, S,39.497,0.168,14.604,32.861504,1998 WZ31
1072,J99CB8Y, scattering,0,0, S,90.218,0.616,25.584,34.643712,1999 CY118
1073,J99CB8Z, resonant,23,20, IH,116.817,0.679,27.759,37.498257,1999 CZ118
1074,J99CB9B, classical, m,0, S,46.905,0.129,8.746,40.854255,1999 CB119
1075,J99CB9C, classical, m,0, S,44.761,0.074,0.454,41.448686,1999 CC119
1076,J99CB9H, classical, m,0, S,43.307,0.083,19.956,39.712519,1999 CH119
1077,J99CB9J, classical, m,0, S,45.326,0.066,3.206,42.334484,1999 CJ119
1078,J99CB9N, classical, m,0, S,43.732,0.041,1.0,41.938988,1999 CN119
1079,J99CD3Q, classical, m,0, S,41.31,0.096,13.276,37.34424,1999 CQ133
1080,J99CF3M, classical, m,0, S,45.681,0.139,0.198,39.331341,1999 CM153
1081,J99CF3N, classical, m,0, S,43.853,0.113,7.424,38.897611,1999 CN153
1082,J99CF4G, classical, m,0, I,43.047,0.092,0.777,39.086676,1999 CG154
1083,J99CF4H, classical, m,0, I,43.023,0.012,0.838,42.506724,1999 CH154
1084,J99CF8K, classical, m,0, I,40.814,0.072,17.088,37.875392,1999 CK158
1085,J99D00A, classical, m,0, S,43.268,0.072,2.791,40.152704,1999 DA
1086,J99D08H, classical, m,0, S,44.109,0.074,4.528,40.844934,1999 DH8
1087,J99G46S, classical, m,0, I,44.571,0.085,5.18,40.782465,1999 GS46
1088,J99H11S, classical, m,0, S,44.104,0.019,2.6,43.266024,1999 HS11
1089,J99H12G, resonant,7,4, I,43.614,0.156,1.018,36.810216,1999 HG12
1090,J99H12H, classical, m,0, S,43.553,0.02,1.301,42.68194,1999 HH12
1091,J99H12J, classical, m,0, S,43.06,0.049,4.543,40.95006,1999 HJ12
1092,J99JD2D, classical, m,0, S,43.266,0.067,10.484,40.367178,1999 JD132
1093,J99K18R, resonant,7,4, S,43.598,0.208,0.605,34.529616,1999 KR18
1094,J99O03Z, classical, m,0, S,43.954,0.08,2.554,40.43768,1999 OZ3
1095,J99O04A, classical, m,0, I,44.338,0.066,3.126,41.411692,1999 OA4
1096,J99O04C, classical, m,0, I,45.49,0.17,1.17,37.7567,1999 OC4
1097,J99O04D, classical, m,0, S,41.418,0.094,14.398,37.524708,1999 OD4
1098,J99O04G, classical, m,0, I,46.994,0.133,1.421,40.743798,1999 OG4
1099,J99O04H, classical, m,0, S,40.462,0.04,28.185,38.84352,1999 OH4
1100,J99O04K, classical, m,0, S,43.245,0.158,29.987,36.41229,1999 OK4
1101,J99RL4T, classical, m,0, S,42.528,0.046,2.577,40.571712,1999 RT214
1102,J99RL4U, resonant,5,2, I,55.676,0.341,4.26,36.690484,1999 RU214
1103,J99RL4W, classical, m,0, S,42.898,0.032,1.362,41.525264,1999 RW214
1104,J99RL4X, classical, m,0, S,46.106,0.172,4.819,38.175768,1999 RX214
1105,J99RL4Z, detached,0,0, I,84.78,0.567,20.495,36.70974,1999 RZ214
1106,J99RL5B, resonant,2,1, S,47.584,0.34,7.857,31.40544,1999 RB215
1107,J99RL5G, classical, m,0, S,46.386,0.071,0.242,43.092594,1999 RG215
1108,J99RL5V, classical, m,0, S,44.615,0.183,21.996,36.450455,1999 RV215
1109,J99RL5W, resonant,4,3, S,36.348,0.157,10.547,30.641364,1999 RW215
1110,J99RL5X, classical, m,0, S,46.924,0.141,0.892,40.307716,1999 RX215
1111,J99T11R, resonant,3,2, S,39.398,0.245,17.137,29.74549,1999 TR11
1112,K00AP5F, detached,0,0, S,48.589,0.249,30.875,36.490339,2000 AF255
1113,K00CA4L, classical, m,0, S,44.408,0.077,1.244,40.988584,2000 CL104
1114,K00CA4M, classical, m,0, I,44.288,0.082,0.91,40.656384,2000 CM104
1115,K00CA4O, centaur,0,0, S,24.098,0.146,3.068,20.579692,2000 CO104
1116,K00CA5K, resonant,3,2, S,39.412,0.233,8.137,30.229004,2000 CK105
1117,K00CA5L, classical, m,0, S,43.009,0.047,4.176,40.987577,2000 CL105
1118,K00CB4N, classical, m,0, S,43.912,0.042,1.552,42.067696,2000 CN114
1119,K00F08B, resonant,3,2, S,39.278,0.296,4.584,27.651712,2000 FB8
1120,K00F08C, classical, m,0, S,43.941,0.064,0.715,41.128776,2000 FC8
1121,K00F08H, classical, m,0, S,43.495,0.033,2.075,42.059665,2000 FH8
1122,K00F53R, resonant,9,5, I,44.493,0.086,2.51,40.666602,2000 FR53
1123,K00F53S, classical, m,0, S,43.055,0.036,2.09,41.50502,2000 FS53
1124,K00F53T, classical, m,0, I,45.124,0.154,11.99,38.174904,2000 FT53
1125,K00F53Z, centaur,0,0, S,23.747,0.479,34.84,12.372187,2000 FZ53
1126,K00GD7M, jc,0,0, S,7.883,0.121,15.845,6.929157,2000 GM137
1127,K00GE6V, classical, m,0, S,44.027,0.068,3.676,41.033164,2000 GV146
1128,K00GE6X, classical, m,0, S,44.091,0.014,0.682,43.473726,2000 GX146
1129,K00GE6Y, classical, m,0, S,43.962,0.021,2.701,43.038798,2000 GY146
1130,K00J81F, classical, m,0, S,46.111,0.102,1.742,41.407678,2000 JF81
1131,K00K04L, classical, i,0, S,38.592,0.062,21.306,36.199296,2000 KL4
1132,K00O51B, classical, i,0, I,37.796,0.035,4.458,36.47314,2000 OB51
1133,K00O67H, classical, m,0, I,44.163,0.019,5.629,43.323903,2000 OH67
1134,K00O67P, resonant,7,4, S,43.678,0.19,0.755,35.37918,2000 OP67
1135,K00P29U, classical, m,0, S,42.476,0.022,0.708,41.541528,2000 PU29
1136,K00P29W, classical, m,0, S,44.179,0.06,1.759,41.52826,2000 PW29
1137,K00P29X, classical, m,0, S,42.578,0.057,6.406,40.151054,2000 PX29
1138,K00P29Y, classical, m,0, S,44.236,0.057,0.821,41.714548,2000 PY29
1139,K00P30A, classical, m,0, I,47.029,0.137,0.419,40.586027,2000 PA30
1140,K00P30C, classical, m,0, S,43.063,0.03,1.251,41.77111,2000 PC30
1141,K00P30D, classical, m,0, S,46.518,0.023,4.596,45.448086,2000 PD30
1142,K00P30F, detached,0,0, S,76.46,0.504,6.31,37.92416,2000 PF30
1143,K00P30G, classical, m,0, S,45.093,0.103,4.632,40.448421,2000 PG30
1144,K00P30H, detached,0,0, I,76.777,0.501,8.056,38.311723,2000 PH30
1145,K00P30L, resonant,5,3, I,41.985,0.239,5.86,31.950585,2000 PL30
1146,K00P30M, classical, m,0, S,44.004,0.057,2.283,41.495772,2000 PM30
1147,K00P30N, classical, m,0, S,44.83,0.104,1.514,40.16768,2000 PN30
1148,K00QM6H, resonant,3,2, S,39.515,0.192,2.802,31.92812,2000 QH226
1149,K00QM6L, resonant,7,4, S,43.627,0.185,2.494,35.556005,2000 QL226
1150,K00QP1N, resonant,5,3, S,42.167,0.123,0.342,36.980459,2000 QN251
1151,K00QP2L, detached,0,0, I,45.927,0.258,23.631,34.077834,2000 QL252
1152,K00Sb0Y, classical, m,0, IH,43.688,0.048,1.829,41.590976,2000 SY110
1153,K00SX1R, resonant,5,2, S,55.382,0.438,4.257,31.124684,2000 SR331
1154,K00W12V, classical, m,0, S,43.476,0.041,2.23,41.693484,2000 WV12
1155,K00WI3L, classical, m,0, I,43.537,0.067,4.299,40.620021,2000 WL183
1156,K00WI3M, classical, m,0, S,44.925,0.115,7.443,39.758625,2000 WM183
1157,K00WI3N, classical, m,0, I,44.727,0.114,4.038,39.628122,2000 WN183
1158,K00WI3O, classical, m,0, S,43.796,0.06,2.443,41.16824,2000 WO183
1159,K00Y01V, classical, m,0, S,43.869,0.034,0.796,42.377454,2000 YV1
1160,K00Y01X, classical, m,0, S,45.567,0.072,4.547,42.286176,2000 YX1
1161,K00Y02A, classical, m,0, S,44.078,0.061,1.866,41.389242,2000 YA2
1162,K00Y02E, resonant,2,1, SH,47.942,0.205,3.827,38.11389,2000 YE2
1163,K00Y02F, classical, m,0, S,45.564,0.075,2.006,42.1467,2000 YF2
1164,K01DA6B, classical, m,0, S,43.123,0.037,3.793,41.527449,2001 DB106
1165,K01DA6C, classical, m,0, S,42.194,0.061,1.914,39.620166,2001 DC106
1166,K01DA6D, classical, m,0, S,44.01,0.094,1.824,39.87306,2001 DD106
1167,K01E24S, classical, m,0, S,44.309,0.058,4.038,41.739078,2001 ES24
1168,K01FH2U, resonant,3,2, S,39.356,0.268,24.734,28.808592,2001 FU172
1169,K01FI5L, classical, m,0, S,44.109,0.075,3.559,40.800825,2001 FL185
1170,K01FI5T, classical, m,0, S,47.217,0.11,19.512,42.02313,2001 FT185
1171,K01FJ4J, classical, m,0, I,44.198,0.14,12.267,38.01028,2001 FJ194
1172,K01FJ4M, detached,0,0, S,54.048,0.365,28.688,34.32048,2001 FM194
1173,K01H59A, classical, m,0, I,43.866,0.062,1.013,41.146308,2001 HA59
1174,K01K76F, classical, m,0, S,44.395,0.021,3.21,43.462705,2001 KF76
1175,K01K76G, resonant,9,4, S,51.587,0.341,1.55,33.995833,2001 KG76
1176,K01K76H, classical, m,0, S,46.117,0.121,3.249,40.536843,2001 KH76
1177,K01K76L, resonant,9,5, S,44.49,0.099,1.326,40.08549,2001 KL76
1178,K01K76Q, classical, m,0, I,42.788,0.098,6.244,38.594776,2001 KQ76
1179,K01K76W, classical, m,0, S,46.013,0.216,10.46,36.074192,2001 KW76
1180,K01K76Y, resonant,3,2, S,39.312,0.234,3.97,30.112992,2001 KY76
1181,K01K77A, classical, m,0, S,47.415,0.093,11.918,43.005405,2001 KA77
1182,K01K77E, classical, m,0, S,45.441,0.185,20.984,37.034415,2001 KE77
1183,K01K77G, scattering,0,0, S,61.671,0.449,15.478,33.980721,2001 KG77
1184,K01K77O, classical, m,0, S,43.902,0.146,20.726,37.492308,2001 KO77
1185,K01OA8K, classical, m,0, S,42.919,0.035,1.998,41.416835,2001 OK108
1186,K01OA8N, classical, m,0, S,42.7,0.04,1.15,40.992,2001 ON108
1187,K01OA8Q, classical, m,0, S,45.53,0.01,2.324,45.0747,2001 OQ108
1188,K01OA8Z, classical, m,0, S,43.299,0.054,2.103,40.960854,2001 OZ108
1189,K01OA9G, classical, m,0, S,43.491,0.013,0.547,42.925617,2001 OG109
1190,K01OA9M, scattering,0,0, I,68.423,0.493,3.55,34.690461,2001 OM109
1191,K01P47K, classical, m,0, S,39.772,0.065,8.731,37.18682,2001 PK47
1192,K01QT7Q, classical, m,0, S,44.362,0.082,4.414,40.724316,2001 QQ297
1193,K01QT7X, classical, m,0, S,44.129,0.027,0.91,42.937517,2001 QX297
1194,K01QT7Z, classical, m,0, I,44.283,0.064,1.855,41.448888,2001 QZ297
1195,K01QT8A, classical, m,0, S,46.19,0.188,23.642,37.50628,2001 QA298
1196,K01QW2R, resonant,1,1, S,30.229,0.028,1.323,29.382588,2001 QR322
1197,K01QW2W, classical, m,0, S,43.98,0.024,4.81,42.92448,2001 QW322
1198,K01RE3V, classical, m,0, S,46.044,0.073,1.295,42.682788,2001 RV143
1199,K01RE3W, classical, m,0, S,43.019,0.033,2.964,41.599373,2001 RW143
1200,K01RE3Y, classical, m,0, S,42.081,0.155,6.911,35.558445,2001 RY143
1201,K01ST1E, classical, m,0, I,45.386,0.132,1.584,39.395048,2001 SE291
1202,K01U18N, classical, m,0, I,44.21,0.075,3.607,40.89425,2001 UN18
1203,K01U18P, resonant,2,1, S,47.763,0.078,1.171,44.037486,2001 UP18
1204,K01V71N, resonant,3,2, S,39.44,0.246,18.66,29.73776,2001 VN71
1205,K01XP4U, classical, m,0, S,43.43,0.078,6.51,40.04246,2001 XU254
1206,K01XP4X, classical, m,0, S,43.763,0.028,1.751,42.537636,2001 XX254
1207,K01XP5Z, centaur,0,0, S,15.934,0.035,2.61,15.37631,2001 XZ255
1208,K02CF4S, classical, m,0, S,43.139,0.049,1.178,41.025189,2002 CS154
1209,K02CF4T, classical, m,0, S,46.782,0.112,3.534,41.542416,2002 CT154
1210,K02CF4U, classical, m,0, S,43.752,0.059,3.352,41.170632,2002 CU154
1211,K02CF4Y, classical, m,0, S,44.266,0.078,0.979,40.813252,2002 CY154
1212,K02CF4Z, classical, m,0, S,43.424,0.059,10.076,40.861984,2002 CZ154
1213,K02CM4X, classical, m,0, S,46.164,0.133,16.859,40.024188,2002 CX224
1214,K02CM5B, classical, m,0, S,44.039,0.08,3.782,40.51588,2002 CB225
1215,K02CO8Z, resonant,7,3, S,53.041,0.389,5.467,32.408051,2002 CZ248
1216,K02CP1D, classical, m,0, S,42.564,0.012,1.429,42.053232,2002 CD251
1217,K02CP1E, resonant,3,2, I,39.305,0.267,9.294,28.810565,2002 CE251
1218,K02F06V, classical, m,0, S,46.979,0.157,3.092,39.603297,2002 FV6
1219,K02F36W, classical, m,0, S,42.864,0.02,2.35,42.00672,2002 FW36
1220,K02F36X, classical, m,0, S,44.153,0.049,1.133,41.989503,2002 FX36
1221,K02F36Y, scattering,0,0, S,32.021,0.297,5.353,22.510763,2002 FY36
1222,K02G31W, resonant,3,2, S,39.328,0.243,2.647,29.771296,2002 GW31
1223,K02G32A, detached,0,0, IH,52.094,0.329,15.126,34.955074,2002 GA32
1224,K02G32B, scattering,0,0, I,206.902,0.829,14.192,35.380242,2002 GB32
1225,K02G32E, resonant,3,2, S,39.293,0.23,15.701,30.25561,2002 GE32
1226,K02G32L, resonant,3,2, S,39.457,0.126,7.078,34.485418,2002 GL32
1227,K02G32R, resonant,3,2, I,39.538,0.276,3.321,28.625512,2002 GR32
1228,K02G32S, resonant,5,3, S,42.205,0.109,4.302,37.604655,2002 GS32
1229,K02G32W, resonant,5,4, S,35.02,0.074,6.355,32.42852,2002 GW32
1230,K02GG6H, resonant,3,2, S,39.236,0.195,8.661,31.58498,2002 GH166
1231,K02PE9O, classical, m,0, S,44.023,0.062,0.672,41.293574,2002 PO149
1232,K02PE9P, classical, m,0, I,40.944,0.09,34.714,37.25904,2002 PP149
1233,K02PE9R, classical, m,0, S,45.347,0.094,2.308,41.084382,2002 PR149
1234,K02PF0G, resonant,7,4, S,43.632,0.136,5.542,37.698048,2002 PG150
1235,K02PF2Q, centaur,0,0, S,25.755,0.188,9.342,20.91306,2002 PQ152
1236,K02PF5D, classical, m,0, S,43.207,0.005,5.766,42.990965,2002 PD155
1237,K02PH0R, classical, m,0, S,44.208,0.087,0.856,40.361904,2002 PR170
1238,K02PH0S, classical, m,0, S,43.891,0.084,2.306,40.204156,2002 PS170
1239,K02PH0U, resonant,2,1, S,47.766,0.222,1.919,37.161948,2002 PU170
1240,K02PH0X, classical, m,0, S,42.649,0.042,1.571,40.857742,2002 PX170
1241,K02PH0Y, classical, m,0, I,43.014,0.033,3.016,41.594538,2002 PY170
1242,K02PH0Z, classical, m,0, S,42.561,0.041,1.272,40.815999,2002 PZ170
1243,K02PH1A, classical, m,0, S,44.34,0.077,2.509,40.92582,2002 PA171
1244,K02PH1C, classical, m,0, S,44.701,0.059,3.577,42.063641,2002 PC171
1245,K02TU1H, resonant,3,2, S,39.374,0.038,1.541,37.877788,2002 TH301
1246,K02TZ1T, centaur,0,0, S,7.19,0.11,8.815,6.3991,2002 TT351
1247,K02VD0E, classical, m,0, S,44.55,0.067,3.242,41.56515,2002 VE130
1248,K02VD0F, classical, m,0, S,45.826,0.117,19.53,40.464358,2002 VF130
1249,K02VD0V, resonant,5,3, S,42.305,0.168,2.383,35.19776,2002 VV130
1250,K02VD0X, resonant,3,2, S,39.475,0.222,1.321,30.71155,2002 VX130
1251,K02VD1B, classical, m,0, S,43.127,0.041,1.529,41.358793,2002 VB131
1252,K02VD1D, classical, m,0, S,45.113,0.065,0.854,42.180655,2002 VD131
1253,K02VD1F, classical, m,0, I,44.164,0.06,1.807,41.51416,2002 VF131
1254,K02VD8D, resonant,3,2, S,39.49,0.147,2.783,33.68497,2002 VD138
1255,K02W21L, classical, m,0, S,43.098,0.041,2.55,41.330982,2002 WL21
1256,K02X91E, classical, m,0, S,46.099,0.123,6.271,40.428823,2002 XE91
1257,K03FC7J, classical, m,0, I,44.708,0.253,22.894,33.396876,2003 FJ127
1258,K03FC7L, resonant,3,2, S,39.262,0.235,3.495,30.03543,2003 FL127
1259,K03FC7M, classical, m,0, I,43.748,0.06,4.286,41.12312,2003 FM127
1260,K03FC8D, classical, i,0, S,38.28,0.023,5.304,37.39956,2003 FD128
1261,K03FC9H, scattering,0,0, S,70.772,0.609,18.7,27.671852,2003 FH129
1262,K03FC9Z, detached,0,0, S,61.768,0.385,5.794,37.98732,2003 FZ129
1263,K03FD0A, classical, m,0, S,42.606,0.032,0.289,41.242608,2003 FA130
1264,K03G55F, classical, m,0, I,45.51,0.053,5.948,43.09797,2003 GF55
1265,K03H56X, classical, m,0, S,47.201,0.224,29.525,36.627976,2003 HX56
1266,K03H56Z, classical, m,0, S,43.604,0.004,2.549,43.429584,2003 HZ56
1267,K03H57A, resonant,3,2, S,39.418,0.171,27.634,32.677522,2003 HA57
1268,K03H57F, resonant,3,2, S,39.352,0.193,1.422,31.757064,2003 HF57
1269,K03H57H, classical, m,0, S,44.004,0.086,1.434,40.219656,2003 HH57
1270,K03H57M, scattering,0,0, S,41.856,0.678,10.785,13.477632,2003 HM57
1271,K03H57O, classical, m,0, I,46.303,0.155,3.48,39.126035,2003 HO57
1272,K03K20O, classical, m,0, S,43.914,0.042,1.784,42.069612,2003 KO20
1273,K03L07A, resonant,4,1, S,75.935,0.527,5.643,35.917255,2003 LA7
1274,K03L09D, classical, m,0, I,47.243,0.172,6.97,39.117204,2003 LD9
1275,K03O33S, scattering,0,0, I,68.913,0.518,20.698,33.216066,2003 OS33
1276,K03Q90T, classical, m,0, S,43.889,0.059,2.424,41.299549,2003 QT90
1277,K03Q90X, classical, m,0, S,43.764,0.022,3.201,42.801192,2003 QX90
1278,K03Q90Y, classical, m,0, S,42.746,0.052,3.768,40.523208,2003 QY90
1279,K03Q91D, classical, m,0, S,43.248,0.032,2.224,41.864064,2003 QD91
1280,K03Q91E, classical, m,0, S,42.975,0.048,3.472,40.9122,2003 QE91
1281,K03Q91F, classical, m,0, S,42.945,0.034,2.181,41.48487,2003 QF91
1282,K03Q91G, classical, m,0, S,42.501,0.018,2.207,41.735982,2003 QG91
1283,K03Q91J, classical, m,0, S,44.266,0.04,2.487,42.49536,2003 QJ91
1284,K03Q91L, classical, m,0, S,43.026,0.009,1.538,42.638766,2003 QL91
1285,K03Q91M, classical, m,0, S,43.124,0.044,3.043,41.226544,2003 QM91
1286,K03Q91N, classical, m,0, S,42.541,0.109,4.329,37.904031,2003 QN91
1287,K03Q91P, resonant,4,3, S,36.463,0.102,6.549,32.743774,2003 QP91
1288,K03Q91S, classical, m,0, S,46.161,0.142,3.813,39.606138,2003 QS91
1289,K03Q91X, resonant,7,4, S,43.65,0.251,27.678,32.69385,2003 QX91
1290,K03QB2B, classical, m,0, I,44.059,0.108,11.342,39.300628,2003 QB112
1291,K03QB2C, centaur,0,0, S,20.501,0.276,18.247,14.842724,2003 QC112
1292,K03QB2D, centaur,0,0, S,19.017,0.582,14.496,7.949106,2003 QD112
1293,K03QB2E, classical, m,0, S,43.029,0.043,4.227,41.178753,2003 QE112
1294,K03SG2S, resonant,16,1, I,190.459,0.792,16.797,39.615472,NaN
1295,K03SV7O, resonant,3,2, S,39.35,0.276,6.564,28.4894,2003 SO317
1296,K03T58J, classical, m,0, S,44.417,0.087,0.955,40.552721,2003 TJ58
1297,K03T58K, classical, m,0, S,43.087,0.065,3.356,40.286345,2003 TK58
1298,K03T58L, classical, m,0, S,43.541,0.045,7.739,41.581655,2003 TL58
1299,K03Uf4A, resonant,9,2, S,81.96,0.554,22.367,36.55416,2003 UA154
1300,K03UT1T, classical, m,0, I,42.79,0.062,1.611,40.13702,2003 UT291
1301,K03UT1V, classical, m,0, S,43.628,0.035,2.11,42.10102,2003 UV291
1302,K03UT1Y, classical, o,0, S,49.228,0.162,3.541,41.253064,2003 UY291
1303,K03UT1Z, classical, m,0, I,45.144,0.133,5.336,39.139848,2003 UZ291
1304,K03UT2B, classical, m,0, S,47.074,0.056,19.278,44.437856,2003 UB292
1305,K03UT2N, classical, m,0, I,44.923,0.109,0.883,40.026393,2003 UN292
1306,K03UT2P, resonant,2,1, S,47.735,0.416,12.975,27.87724,2003 UP292
1307,K03UT2V, resonant,3,2, S,39.336,0.215,10.973,30.87876,2003 UV292
1308,K03UT3K, classical, m,0, S,42.382,0.074,3.022,39.245732,2003 UK293
1309,K03WJ1A, resonant,3,2, S,39.323,0.235,4.519,30.082095,2003 WA191
1310,K03WJ3O, resonant,3,2, S,39.429,0.244,6.629,29.808324,2003 WO193
1311,K03YH9J, classical, m,0, I,43.634,0.079,1.447,40.186914,2003 YJ179
1312,K03YH9K, classical, m,0, I,41.653,0.144,19.611,35.654968,2003 YK179
1313,K03YH9M, classical, m,0, I,40.962,0.057,23.414,38.627166,2003 YM179
1314,K03YH9N, classical, m,0, S,44.259,0.005,2.767,44.037705,2003 YN179
1315,K03YH9P, classical, m,0, S,44.028,0.08,0.948,40.50576,2003 YP179
1316,K03YH9R, classical, m,0, S,43.421,0.052,9.823,41.163108,2003 YR179
1317,K03YH9S, classical, m,0, S,43.58,0.025,3.728,42.4905,2003 YS179
1318,K03YH9T, classical, m,0, S,43.548,0.026,1.684,42.415752,2003 YT179
1319,K03YH9V, classical, m,0, S,47.031,0.218,15.568,36.778242,2003 YV179
1320,K03YH9X, classical, m,0, I,43.586,0.043,4.851,41.711802,2003 YX179
1321,K04C39J, centaur,0,0, S,12.846,0.48,3.621,6.67992,2004 CJ39
1322,K04D64H, classical, m,0, S,46.443,0.093,3.52,42.123801,2004 DH64
1323,K04D64M, classical, m,0, I,44.964,0.136,3.628,38.848896,2004 DM64
1324,K04D71M, classical, m,0, S,43.1,0.034,2.301,41.6346,2004 DM71
1325,K04D77G, classical, m,0, I,43.799,0.129,47.691,38.148929,2004 DG77
1326,K04E95P, classical, m,0, I,43.54,0.035,10.218,42.0161,2004 EP95
1327,K04E95S, classical, m,0, S,45.29,0.14,3.513,38.9494,2004 ES95
1328,K04E95V, resonant,3,2, S,39.475,0.185,12.277,32.172125,2004 EV95
1329,K04E96G, resonant,5,2, S,55.524,0.423,16.213,32.037348,2004 EG96
1330,K04E96J, resonant,3,2, S,39.539,0.24,9.34,30.04964,2004 EJ96
1331,K04FG4W, resonant,3,2, S,39.486,0.157,9.123,33.286698,2004 FW164
1332,K04H78X, resonant,3,2, S,39.412,0.153,16.272,33.381964,2004 HX78
1333,K04H78Y, resonant,3,2, S,39.292,0.196,12.584,31.590768,2004 HY78
1334,K04H78Z, resonant,3,2, S,39.58,0.151,13.31,33.60342,2004 HZ78
